LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
11-Wife.work.class=NoWork	01-H. not owned	236	204	0.11216730038022814	0.09695817490494296	0.864406779661017	
07-Wife:no school	08-Husb.:Mexico	277	208	0.13165399239543726	0.09885931558935361	0.7509025270758123	
07-Wife:no school	09-Wife:Mexico	277	213	0.13165399239543726	0.10123574144486693	0.7689530685920578	
07-Wife:no school	10-Husb.work.class=PrivateWorker	277	236	0.13165399239543726	0.11216730038022814	0.851985559566787	
07-Wife:no school,10-Husb.work.class=PrivateWorker	01-H. not owned	236	204	0.11216730038022814	0.09695817490494296	0.864406779661017	
01-H. not owned,07-Wife:no school	10-Husb.work.class=PrivateWorker	242	204	0.1150190114068441	0.09695817490494296	0.8429752066115702	
07-Wife:no school	01-H. not owned	277	242	0.13165399239543726	0.1150190114068441	0.8736462093862816	
10-Husb.work.class=GovernmWorker	01-H. not owned	316	237	0.15019011406844107	0.1126425855513308	0.75	
12-Husb.Income=05	11-Wife.work.class=PrivateWorker	355	276	0.16872623574144488	0.1311787072243346	0.7774647887323943	
11-Wife.work.class=PrivateWorker,12-Husb.Income=05	10-Husb.work.class=PrivateWorker	276	231	0.1311787072243346	0.10979087452471482	0.8369565217391305	
10-Husb.work.class=PrivateWorker,12-Husb.Income=05	11-Wife.work.class=PrivateWorker	292	231	0.13878326996197718	0.10979087452471482	0.791095890410959	
12-Husb.Income=05	10-Husb.work.class=PrivateWorker	355	292	0.16872623574144488	0.13878326996197718	0.8225352112676056	
06-Husb.:no school,11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	238	220	0.11311787072243346	0.10456273764258556	0.9243697478991597	
06-Husb.:no school,YES	01-H. not owned	243	205	0.11549429657794677	0.09743346007604563	0.8436213991769548	
06-Husb.:no school,YES	10-Husb.work.class=PrivateWorker	243	214	0.11549429657794677	0.10171102661596958	0.8806584362139918	
06-Husb.:no school	09-Wife:Mexico	363	280	0.17252851711026615	0.13307984790874525	0.7713498622589532	
06-Husb.:no school,09-Wife:Mexico	01-H. not owned	280	242	0.13307984790874525	0.1150190114068441	0.8642857142857143	
01-H. not owned,06-Husb.:no school	09-Wife:Mexico	305	242	0.1449619771863118	0.1150190114068441	0.7934426229508197	
06-Husb.:no school,09-Wife:Mexico,10-Husb.work.class=PrivateWorker	01-H. not owned	250	216	0.1188212927756654	0.10266159695817491	0.864	
01-H. not owned,06-Husb.:no school,10-Husb.work.class=PrivateWorker	09-Wife:Mexico	270	216	0.12832699619771862	0.10266159695817491	0.8	
01-H. not owned,06-Husb.:no school,09-Wife:Mexico	10-Husb.work.class=PrivateWorker	242	216	0.1150190114068441	0.10266159695817491	0.8925619834710744	
06-Husb.:no school,08-Husb.:Mexico,09-Wife:Mexico,10-Husb.work.class=PrivateWorker	01-H. not owned	235	204	0.11169201520912547	0.09695817490494296	0.8680851063829788	
01-H. not owned,06-Husb.:no school,09-Wife:Mexico,10-Husb.work.class=PrivateWorker	08-Husb.:Mexico	216	204	0.10266159695817491	0.09695817490494296	0.9444444444444444	
