LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker	NO	154	118	0.0731939163498	0.0560836501901	0.766233766234	
02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker,NO	11-Wife.work.class=PrivateWorker	155	118	0.0736692015209	0.0560836501901	0.761290322581	
02-Apart.,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,NO	03-Vechicl.=2	167	118	0.0793726235741	0.0560836501901	0.706586826347	
11-Wife.work.class=PrivateWorker,12-Husb.Income=04,NO	03-Vechicl.=2	359	236	0.170627376426	0.11216730038	0.657381615599	
01-H. not owned,07-Wife:no school	08-Husb.:Mexico,10-Husb.work.class=PrivateWorker	242	158	0.115019011407	0.0750950570342	0.652892561983	
07-Wife:no school,10-Husb.work.class=PrivateWorker	01-H. not owned,08-Husb.:Mexico	236	158	0.11216730038	0.0750950570342	0.669491525424	
01-H. not owned,07-Wife:no school,08-Husb.:Mexico	10-Husb.work.class=PrivateWorker	183	158	0.0869771863118	0.0750950570342	0.863387978142	
01-H. not owned,07-Wife:no school,10-Husb.work.class=PrivateWorker	08-Husb.:Mexico	204	158	0.0969581749049	0.0750950570342	0.774509803922	
01-H. not owned,02-Apart.,08-Husb.:Mexico,YES	09-Wife:Mexico,10-Husb.work.class=PrivateWorker	205	148	0.097433460076	0.0703422053232	0.721951219512	
01-H. not owned,02-Apart.,09-Wife:Mexico,YES	08-Husb.:Mexico,10-Husb.work.class=PrivateWorker	196	148	0.0931558935361	0.0703422053232	0.755102040816	
02-Apart.,08-Husb.:Mexico,10-Husb.work.class=PrivateWorker,YES	01-H. not owned,09-Wife:Mexico	177	148	0.0841254752852	0.0703422053232	0.83615819209	
