LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
02-Det. house,03-Vechicl.=1,12-Husb.Income=02	YES	20	14	0.00950570342205	0.00665399239544	0.7	3,2
02-Apart.,03-Vechicl.=1,12-Husb.Income=06	NO	28	25	0.0133079847909	0.0118821292776	0.892857142857	1
02-Apart.,03-Vechicl.=2,12-Husb.Income=02	NO	48	34	0.0228136882129	0.0161596958175	0.708333333333	1

01-H. owned,02-Att. house,03-Vechicl.=2,12-Husb.Income=04	NO	20	14	0.00950570342205	0.00665399239544	0.7	7
01-H. not owned,02-Apart.,03-Vechicl.=1,12-Husb.Income=06	NO	25	22	0.0118821292776	0.0104562737643	0.88	7,8
01-H. not owned,02-Det. house,03-Vechicl.=2,12-Husb.Income=05	NO	37	26	0.0175855513308	0.0123574144487	0.702702702703	7,8
01-H. not owned,02-Apart.,03-Vechicl.=2,12-Husb.Income=06	NO	24	19	0.0114068441065	0.00903041825095	0.791666666667	7,8
01-H. not owned,02-Apart.,03-Vechicl.=2,12-Husb.Income=05	NO	94	72	0.0446768060837	0.0342205323194	0.765957446809	7,8
01-H. not owned,02-Apart.,03-Vechicl.=2,12-Husb.Income=02	NO	48	34	0.0228136882129	0.0161596958175	0.708333333333	7,8
01-H. not owned,02-Det. house,03-Vechicl.=1,12-Husb.Income=04	YES	24	17	0.0114068441065	0.00807984790875	0.708333333333	1,2,3,4,5,6,9,10
01-H. not owned,02-Det. house,03-Vechicl.=1,12-Husb.Income=02	YES	14	10	0.00665399239544	0.00475285171103	0.714285714286	2,3,4,5,6,9,10
01-H. owned,02-Det. house,03-Vechicl.=2,12-Husb.Income=03	NO	20	14	0.00950570342205	0.00665399239544	0.7	7,8
01-H. owned,02-Det. house,03-Vechicl.=2,12-Husb.Income=06	NO	21	15	0.00998098859316	0.00712927756654	0.714285714286	7,8

01-H. owned,02-Att. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	NO	18	13	0.00855513307985	0.00617870722433	0.722222222222	5
01-H. not owned,02-Det. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	28	20	0.0133079847909	0.00950570342205	0.714285714286	5
01-H. not owned,02-Apart.,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	13	12	0.00617870722433	0.00570342205323	0.923076923077	5
01-H. owned,02-Det. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	15	11	0.00712927756654	0.00522813688213	0.733333333333	5
01-H. not owned,02-Att. house,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	19	14	0.00903041825095	0.00665399239544	0.736842105263	1,2,3,4,6,7,8
01-H. not owned,02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	23	18	0.0109315589354	0.00855513307985	0.782608695652	5
01-H. not owned,02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	75	59	0.0356463878327	0.0280418250951	0.786666666667	5
01-H. not owned,02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	31	24	0.0147338403042	0.0114068441065	0.774193548387	5

01-H. not owned,02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	22	18	0.0104562737643	0.00855513307985	0.818181818182	2
01-H. not owned,02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=05	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	1,3
01-H. not owned,02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	22	18	0.0104562737643	0.00855513307985	0.818181818182	2

01-H. not owned,02-Det. house,03-Vechicl.=2,07-Wife:no college,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	16	13	0.00760456273764	0.00617870722433	0.8125	2
01-H. not owned,02-Apart.,03-Vechicl.=2,07-Wife:no college,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	22	17	0.0104562737643	0.00807984790875	0.772727272727	1

01-H. not owned,02-Det. house,03-Vechicl.=2,07-Wife:no college,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	21	15	0.00998098859316	0.00712927756654	0.714285714286	2
01-H. not owned,02-Det. house,03-Vechicl.=2,07-Wife:no college,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	15	11	0.00712927756654	0.00522813688213	0.733333333333	1

01-H. not owned,02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	76	62	0.0361216730038	0.0294676806084	0.815789473684	4
01-H. not owned,02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	20	15	0.00950570342205	0.00712927756654	0.75	4
01-H. not owned,02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	24	21	0.0114068441065	0.00998098859316	0.875	4
01-H. not owned,02-Det. house,03-Vechicl.=3,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	17	12	0.00807984790875	0.00570342205323	0.705882352941	1,2,3,5,6
01-H. owned,02-Det. house,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=03	NO	15	12	0.00712927756654	0.00570342205323	0.8	4
01-H. owned,02-Att. house,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	NO	15	11	0.00712927756654	0.00522813688213	0.733333333333	4

01-H. not owned,02-Apart.,03-Vechicl.=1,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	45	34	0.0213878326996	0.0161596958175	0.755555555556	2
01-H. not owned,02-Apart.,03-Vechicl.=2,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	12	11	0.00570342205323	0.00522813688213	0.916666666667	1

01-H. not owned,02-Apart.,03-Vechicl.=2,06-Husb.:school,10-Husb.work.class=PrivateWorker,12-Husb.Income=03	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	2
01-H. not owned,02-Det. house,03-Vechicl.=2,06-Husb.:school,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	20	14	0.00950570342205	0.00665399239544	0.7	1

01-H. not owned,02-Apart.,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	NO	16	13	0.00760456273764	0.00617870722433	0.8125	2,3
01-H. not owned,02-Apart.,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=04	YES	48	35	0.0228136882129	0.0166349809886	0.729166666667	1
01-H. owned,02-Det. house,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	YES	14	10	0.00665399239544	0.00475285171103	0.714285714286	1

01-H. not owned,02-Apart.,03-Vechicl.=2,08-Husb.:Other American,12-Husb.Income=04	NO	25	18	0.0118821292776	0.00855513307985	0.72	2
01-H. not owned,02-Det. house,03-Vechicl.=2,08-Husb.:Other American,12-Husb.Income=04	YES	13	11	0.00617870722433	0.00522813688213	0.846153846154	1

01-H. not owned,02-Det. house,03-Vechicl.=2,06-Husb.:school,12-Husb.Income=04	YES	24	17	0.0114068441065	0.00807984790875	0.708333333333	2
01-H. not owned,02-Apart.,03-Vechicl.=2,06-Husb.:school,12-Husb.Income=03	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	1,3
01-H. not owned,02-Det. house,03-Vechicl.=1,06-Husb.:school,12-Husb.Income=04	YES	15	12	0.00712927756654	0.00570342205323	0.8	2

02-Apart.,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	14	13	0.00665399239544	0.00617870722433	0.928571428571	4
02-Apart.,03-Vechicl.=1,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	27	19	0.0128326996198	0.00903041825095	0.703703703704	3
02-Apart.,03-Vechicl.=1,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.00617870722433	0.00522813688213	0.846153846154	2
02-Att. house,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	19	14	0.00903041825095	0.00665399239544	0.736842105263	1,5,6,7
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	26	21	0.0123574144487	0.00998098859316	0.807692307692	4
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	78	62	0.037072243346	0.0294676806084	0.794871794872	4
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	31	24	0.0147338403042	0.0114068441065	0.774193548387	4

02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	22	18	0.0104562737643	0.00855513307985	0.818181818182	2
02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=05	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	1,3
02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	23	18	0.0109315589354	0.00855513307985	0.782608695652	2

02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	80	66	0.0380228136882	0.0313688212928	0.825	4
02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	24	19	0.0114068441065	0.00903041825095	0.791666666667	4
02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	25	22	0.0118821292776	0.0104562737643	0.88	4
02-Att. house,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	13	10	0.00617870722433	0.00475285171103	0.769230769231	1,2,3,5
02-Det. house,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	4

02-Apart.,03-Vechicl.=1,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	47	34	0.0223384030418	0.0161596958175	0.723404255319	2
02-Apart.,03-Vechicl.=2,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	13	12	0.00617870722433	0.00570342205323	0.923076923077	1

02-Det. house,03-Vechicl.=2,08-Husb.:Other American,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	15	11	0.00712927756654	0.00522813688213	0.733333333333	2
02-Apart.,03-Vechicl.=2,08-Husb.:Other American,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	NO	20	15	0.00950570342205	0.00712927756654	0.75	1

02-Apart.,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	NO	17	14	0.00807984790875	0.00665399239544	0.823529411765	2,3
02-Apart.,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=04	YES	50	35	0.0237642585551	0.0166349809886	0.7	1
02-Det. house,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=02	YES	14	12	0.00665399239544	0.00570342205323	0.857142857143	1

02-Det. house,03-Vechicl.=1,07-Wife:no college,12-Husb.Income=04	YES	12	11	0.00570342205323	0.00522813688213	0.916666666667	2
02-Att. house,03-Vechicl.=2,07-Wife:no college,12-Husb.Income=04	NO	19	14	0.00903041825095	0.00665399239544	0.736842105263	1

02-Apart.,03-Vechicl.=2,06-Husb.:no college,07-Wife:no college,12-Husb.Income=03	NO	17	12	0.00807984790875	0.00570342205323	0.705882352941	2
02-Det. house,03-Vechicl.=3,06-Husb.:no college,07-Wife:no college,12-Husb.Income=04	YES	18	13	0.00855513307985	0.00617870722433	0.722222222222	1

02-Det. house,03-Vechicl.=1,06-Husb.:school,12-Husb.Income=04	YES	21	15	0.00998098859316	0.00712927756654	0.714285714286	2
02-Apart.,03-Vechicl.=2,06-Husb.:school,12-Husb.Income=03	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	1

01-H. not owned,03-Vechicl.=1,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	14	12	0.00665399239544	0.00570342205323	0.857142857143	2,3
01-H. not owned,03-Vechicl.=2,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	NO	24	18	0.0114068441065	0.00855513307985	0.75	1
01-H. not owned,03-Vechicl.=2,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	17	12	0.00807984790875	0.00570342205323	0.705882352941	1

01-H. not owned,03-Vechicl.=2,09-Wife:Mexico,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	16	13	0.00760456273764	0.00617870722433	0.8125	2
01-H. not owned,03-Vechicl.=1,09-Wife:Mexico,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	61	43	0.0289923954373	0.0204372623574	0.704918032787	1

01-H. not owned,03-Vechicl.=2,07-Wife:no college,08-Husb.:West Europe,09-Wife:West Europe,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	18	13	0.00855513307985	0.00617870722433	0.722222222222	2
01-H. not owned,03-Vechicl.=1,07-Wife:no college,08-Husb.:West Europe,09-Wife:West Europe,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	14	10	0.00665399239544	0.00475285171103	0.714285714286	1

01-H. not owned,03-Vechicl.=1,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	62	46	0.0294676806084	0.0218631178707	0.741935483871	3
01-H. owned,03-Vechicl.=2,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	YES	15	11	0.00712927756654	0.00522813688213	0.733333333333	3
01-H. not owned,03-Vechicl.=2,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	18	14	0.00855513307985	0.00665399239544	0.777777777778	1,2

01-H. not owned,03-Vechicl.=2,08-Husb.:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	14	11	0.00665399239544	0.00522813688213	0.785714285714	2,3
01-H. owned,03-Vechicl.=2,08-Husb.:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	YES	18	13	0.00855513307985	0.00617870722433	0.722222222222	1
01-H. not owned,03-Vechicl.=1,08-Husb.:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	63	47	0.0299429657795	0.0223384030418	0.746031746032	1

01-H. owned,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	YES	17	12	0.00807984790875	0.00570342205323	0.705882352941	3
01-H. not owned,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=04	YES	69	49	0.0327946768061	0.023288973384	0.710144927536	3
01-H. not owned,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	NO	25	19	0.0118821292776	0.00903041825095	0.76	1,2

01-H. not owned,03-Vechicl.=1,08-Husb.:Latino,12-Husb.Income=03	YES	13	10	0.00617870722433	0.00475285171103	0.769230769231	2
01-H. not owned,03-Vechicl.=2,08-Husb.:Latino,12-Husb.Income=04	NO	18	13	0.00855513307985	0.00617870722433	0.722222222222	1

01-H. not owned,03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=05	NO	41	29	0.0194866920152	0.013783269962	0.707317073171	3
01-H. not owned,03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=02	NO	17	12	0.00807984790875	0.00570342205323	0.705882352941	3
01-H. not owned,03-Vechicl.=3,06-Husb.:no college,12-Husb.Income=04	YES	18	13	0.00855513307985	0.00617870722433	0.722222222222	1,2

03-Vechicl.=1,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	42	31	0.0199619771863	0.0147338403042	0.738095238095	2
03-Vechicl.=1,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.00617870722433	0.00522813688213	0.846153846154	1,3
03-Vechicl.=2,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	17	13	0.00807984790875	0.00617870722433	0.764705882353	2

03-Vechicl.=1,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	14	12	0.00665399239544	0.00570342205323	0.857142857143	2
03-Vechicl.=2,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	NO	26	20	0.0123574144487	0.00950570342205	0.769230769231	1

03-Vechicl.=1,08-Husb.:Latino,12-Husb.Income=03	YES	14	10	0.00665399239544	0.00475285171103	0.714285714286	2
03-Vechicl.=2,08-Husb.:Latino,12-Husb.Income=04	NO	25	18	0.0118821292776	0.00855513307985	0.72	1

01-H. not owned,02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	42	30	0.0199619771863	0.0142585551331	0.714285714286	3
01-H. not owned,02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	35	25	0.0166349809886	0.0118821292776	0.714285714286	3
01-H. not owned,02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.00617870722433	0.00522813688213	0.846153846154	1,2

01-H. not owned,02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	34	28	0.0161596958175	0.0133079847909	0.823529411765	2,4
01-H. not owned,02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.00617870722433	0.00522813688213	0.846153846154	1,3
01-H. not owned,02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	29	23	0.013783269962	0.0109315589354	0.793103448276	2,4
01-H. not owned,02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=05	NO	17	13	0.00807984790875	0.00617870722433	0.764705882353	1,3

01-H. not owned,02-Det. house,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	29	21	0.013783269962	0.00998098859316	0.724137931034	2
01-H. not owned,02-Apart.,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	24	17	0.0114068441065	0.00807984790875	0.708333333333	1

01-H. not owned,02-Det. house,07-Wife:no college,09-Wife:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	18	13	0.00855513307985	0.00617870722433	0.722222222222	2
01-H. not owned,02-Apart.,07-Wife:no college,09-Wife:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	20	14	0.00950570342205	0.00665399239544	0.7	1

01-H. not owned,02-Det. house,07-Wife:no college,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	15	11	0.00712927756654	0.00522813688213	0.733333333333	3,2
01-H. not owned,02-Apart.,07-Wife:no college,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	16	13	0.00760456273764	0.00617870722433	0.8125	1
01-H. not owned,02-Apart.,07-Wife:no college,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	NO	17	12	0.00807984790875	0.00570342205323	0.705882352941	1

01-H. not owned,02-Apart.,07-Wife:no college,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	14	10	0.00665399239544	0.00475285171103	0.714285714286	2
01-H. not owned,02-Det. house,07-Wife:no college,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	25	19	0.0118821292776	0.00903041825095	0.76	3,1
01-H. not owned,02-Apart.,07-Wife:no college,10-Husb.work.class=PrivateWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	35	25	0.0166349809886	0.0118821292776	0.714285714286	2

01-H. owned,02-Det. house,09-Wife:Mexico,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	YES	14	10	0.00665399239544	0.00475285171103	0.714285714286	2
01-H. not owned,02-Apart.,09-Wife:Mexico,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	17	12	0.00807984790875	0.00570342205323	0.705882352941	1

01-H. not owned,02-Apart.,07-Wife:no college,08-Husb.:West Europe,09-Wife:West Europe,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	NO	14	11	0.00665399239544	0.00522813688213	0.785714285714	2
01-H. not owned,02-Det. house,07-Wife:no college,08-Husb.:West Europe,09-Wife:West Europe,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	17	12	0.00807984790875	0.00570342205323	0.705882352941	1

01-H. not owned,02-Apart.,07-Wife:no college,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	18	14	0.00855513307985	0.00665399239544	0.777777777778	2
01-H. not owned,02-Det. house,07-Wife:no college,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	20	14	0.00950570342205	0.00665399239544	0.7	1

01-H. not owned,02-Apart.,07-Wife:no college,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	19	15	0.00903041825095	0.00712927756654	0.789473684211	2
01-H. not owned,02-Det. house,07-Wife:no college,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	32	23	0.0152091254753	0.0109315589354	0.71875	1

01-H. not owned,02-Det. house,06-Husb.:school,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	39	29	0.018536121673	0.013783269962	0.74358974359	2
01-H. not owned,02-Det. house,06-Husb.:school,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	14	11	0.00665399239544	0.00522813688213	0.785714285714	1

01-H. not owned,02-Apart.,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	19	14	0.00903041825095	0.00665399239544	0.736842105263	2,3,4
01-H. not owned,02-Det. house,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=02	YES	14	10	0.00665399239544	0.00475285171103	0.714285714286	1
