LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
02-Att. house,03-Vechicl.=3	NO	19	12	0.00903041825095057	0.005703422053231939	0.631578947368421	3
02-Att. house,03-Vechicl.=2	NO	120	77	0.057034220532319393	0.036596958174904944	0.6416666666666667	3
02-Att. house,03-Vechicl.=1	YES	60	38	0.028517110266159697	0.01806083650190114	0.6333333333333333	1,2

02-Att. house,12-Husb.Income=02	YES	18	11	0.008555133079847909	0.005228136882129277	0.6111111111111112	2,4
02-Att. house,12-Husb.Income=04	NO	89	55	0.04230038022813688	0.02614068441064639	0.6179775280898876	1,3
02-No stat. home,12-Husb.Income=04	YES	30	19	0.014258555133079848	0.00903041825095057	0.6333333333333333	2,4
02-Apart.,12-Husb.Income=02	NO	136	83	0.06463878326996197	0.03944866920152091	0.6102941176470589	1,3

03-Vechicl.=1,08-Husb.:Latino	YES	28	21	0.013307984790874524	0.009980988593155894	0.75	2
03-Vechicl.=2,08-Husb.:Latino	NO	53	34	0.025190114068441065	0.016159695817490494	0.6415094339622641	1

03-Vechicl.=2,09-Wife:Other American	NO	122	77	0.05798479087452472	0.036596958174904944	0.6311475409836066	3,4
03-Vechicl.=2,09-Wife:Latino	NO	52	35	0.024714828897338403	0.016634980988593156	0.6730769230769231	3,4
03-Vechicl.=1,09-Wife:Latino	YES	30	19	0.014258555133079848	0.00903041825095057	0.6333333333333333	1,2
03-Vechicl.=1,09-Wife:Other American	YES	40	24	0.019011406844106463	0.011406844106463879	0.6	1,2

03-Vechicl.=2,10-Husb.work.class=SelfEmployed	NO	56	35	0.026615969581749048	0.016634980988593156	0.625	2
03-Vechicl.=1,10-Husb.work.class=SelfEmployed	YES	28	17	0.013307984790874524	0.008079847908745247	0.6071428571428571	1

03-Vechicl.=1,12-Husb.Income=06	NO	35	29	0.016634980988593156	0.013783269961977186	0.8285714285714286	3
03-Vechicl.=2,12-Husb.Income=03	NO	191	123	0.09077946768060836	0.05846007604562738	0.643979057591623	3
03-Vechicl.=1,12-Husb.Income=03	YES	176	108	0.08365019011406843	0.051330798479087454	0.6136363636363636	1,2

08-Husb.:Mexico,12-Husb.Income=06	NO	18	11	0.008555133079847909	0.005228136882129277	0.6111111111111112	2
08-Husb.:Mexico,12-Husb.Income=02	YES	84	54	0.039923954372623575	0.025665399239543727	0.6428571428571429	1

09-Wife:Latino,12-Husb.Income=03	YES	25	19	0.01188212927756654	0.00903041825095057	0.76	2,3
09-Wife:Latino,12-Husb.Income=05	NO	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	1
09-Wife:Latino,12-Husb.Income=04	NO	39	26	0.0185361216730038	0.012357414448669201	0.6666666666666666	1

11-Wife.work.class=NoWork,12-Husb.Income=04	YES	69	46	0.03279467680608365	0.021863117870722433	0.6666666666666666	3,4
11-Wife.work.class=NoWork,12-Husb.Income=03	YES	71	50	0.03374524714828897	0.02376425855513308	0.704225352112676	3,4
11-Wife.work.class=NoWork,12-Husb.Income=06	NO	18	15	0.008555133079847909	0.007129277566539924	0.8333333333333334	1,2,5
11-Wife.work.class=NoWork,12-Husb.Income=05	NO	31	19	0.014733840304182509	0.00903041825095057	0.6129032258064516	1,2,5
11-Wife.work.class=NoWork,12-Husb.Income=02	YES	40	24	0.019011406844106463	0.011406844106463879	0.6	3,4

01-H. owned,02-Apart.,03-Vechicl.=2	NO	43	32	0.02043726235741445	0.015209125475285171	0.7441860465116279	6,8,9
01-H. not owned,02-Apart.,03-Vechicl.=2	NO	515	351	0.24477186311787072	0.16682509505703422	0.6815533980582524	6,8,9
01-H. owned,02-Det. house,03-Vechicl.=2	NO	233	144	0.11074144486692016	0.06844106463878327	0.6180257510729614	6,8,9
01-H. not owned,02-Apart.,03-Vechicl.=3	NO	44	27	0.02091254752851711	0.012832699619771864	0.6136363636363636	6,8,9
01-H. owned,02-Att. house,03-Vechicl.=2	NO	49	35	0.02328897338403042	0.016634980988593156	0.7142857142857143	6,8,9
01-H. not owned,02-Att. house,03-Vechicl.=1	YES	55	34	0.02614068441064639	0.016159695817490494	0.6181818181818182	1,2,3,4,5,7
01-H. owned,02-Det. house,03-Vechicl.=3	NO	80	49	0.03802281368821293	0.02328897338403042	0.6125	6,8,9
01-H. not owned,02-Det. house,03-Vechicl.=1	YES	80	55	0.03802281368821293	0.02614068441064639	0.6875	1,2,3,4,5,7
01-H. owned,02-No stat. home,03-Vechicl.=2	YES	18	12	0.008555133079847909	0.005703422053231939	0.6666666666666666	1,2,3,4,5,7

01-H. not owned,02-Apart.,07-Wife:college	NO	74	48	0.03517110266159696	0.022813688212927757	0.6486486486486487	4
01-H. owned,02-Det. house,07-Wife:college	NO	54	38	0.025665399239543727	0.01806083650190114	0.7037037037037037	4
01-H. not owned,02-Att. house,07-Wife:college	NO	15	10	0.007129277566539924	0.004752851711026616	0.6666666666666666	4
01-H. not owned,02-Det. house,07-Wife:college	YES	39	24	0.0185361216730038	0.011406844106463879	0.6153846153846154	1,2,3

01-H. not owned,02-Det. house,09-Wife:Mexico	YES	107	65	0.05085551330798479	0.030893536121673004	0.6074766355140186	2
01-H. owned,02-Apart.,09-Wife:Mexico	NO	15	11	0.007129277566539924	0.005228136882129277	0.7333333333333333	1,3
01-H. owned,02-No stat. home,09-Wife:Mexico	YES	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	2

01-H. not owned,02-Det. house,12-Husb.Income=02	YES	38	23	0.01806083650190114	0.010931558935361217	0.6052631578947368	2,4,5,6,7,8,9,10
01-H. not owned,02-Apart.,12-Husb.Income=06	NO	54	45	0.025665399239543727	0.02138783269961977	0.8333333333333334	1,3
01-H. not owned,02-Att. house,12-Husb.Income=02	YES	16	11	0.0076045627376425855	0.005228136882129277	0.6875	2,4,5,6,7,8,9,10
01-H. not owned,02-Apart.,12-Husb.Income=07	NO	23	18	0.010931558935361217	0.008555133079847909	0.782608695652174	1,3
01-H. not owned,02-Apart.,12-Husb.Income=02	NO	136	83	0.06463878326996197	0.03944866920152091	0.6102941176470589	1,3
01-H. not owned,02-Apart.,12-Husb.Income=05	NO	150	107	0.07129277566539924	0.05085551330798479	0.7133333333333334	1,3
01-H. owned,02-Det. house,12-Husb.Income=06	NO	31	22	0.014733840304182509	0.010456273764258554	0.7096774193548387	1,3
01-H. owned,02-Det. house,12-Husb.Income=03	NO	35	22	0.016634980988593156	0.010456273764258554	0.6285714285714286	1,3
01-H. not owned,02-Det. house,12-Husb.Income=05	NO	55	34	0.02614068441064639	0.016159695817490494	0.6181818181818182	1,3
01-H. owned,02-Att. house,12-Husb.Income=04	NO	27	18	0.012832699619771864	0.008555133079847909	0.6666666666666666	1,3

01-H. not owned,03-Vechicl.=3,06-Husb.:no college	YES	33	20	0.01568441064638783	0.009505703422053232	0.6060606060606061	2,3,4,5
01-H. owned,03-Vechicl.=1,06-Husb.:no college	NO	25	17	0.01188212927756654	0.008079847908745247	0.68	1
01-H. owned,03-Vechicl.=2,06-Husb.:no college	NO	121	74	0.05750950570342205	0.03517110266159696	0.6115702479338843	1
01-H. owned,03-Vechicl.=3,06-Husb.:no college	NO	36	22	0.017110266159695818	0.010456273764258554	0.6111111111111112	1
01-H. not owned,03-Vechicl.=2,06-Husb.:no college	NO	245	156	0.11644486692015209	0.0741444866920152	0.636734693877551	1

01-H. not owned,03-Vechicl.=1,07-Wife:school	YES	103	66	0.04895437262357415	0.03136882129277566	0.6407766990291263	2
01-H. owned,03-Vechicl.=3,07-Wife:school	NO	18	12	0.008555133079847909	0.005703422053231939	0.6666666666666666	1

01-H. not owned,03-Vechicl.=1,08-Husb.:Latino	YES	26	20	0.012357414448669201	0.009505703422053232	0.7692307692307693	2
01-H. owned,03-Vechicl.=2,08-Husb.:Latino	NO	13	11	0.006178707224334601	0.005228136882129277	0.8461538461538461	1

01-H. not owned,03-Vechicl.=2,09-Wife:Latino	NO	39	26	0.0185361216730038	0.012357414448669201	0.6666666666666666	2
01-H. not owned,03-Vechicl.=1,09-Wife:Latino	YES	28	17	0.013307984790874524	0.008079847908745247	0.6071428571428571	1

